com.fsck.k9#50000:	  Your app will not work on my tcl 5056 n.... Then again I am smart and use a vpn.... Dumb ass 
com.fsck.k9#53840:	   Had no issues integrating our IMAP servers into the client. Other software we attempted failed, and was only for a trail basis. 
com.fsck.k9#53846:	   Over the last month it's crashed more and more. This week, it crashes when I try to move an email to another folder. Also, after I send an email and go to the next message the new message doesn't show. Just the header does. This looks like an old issue that's resurfaced. Really making it unusable. I love the app. Just wondering if deleting and reinstalling will fix it. All the other apps I've tried this week are lacking the awesomeness of this one. 
com.fsck.k9#53849:	  Please fix bug keeps notifying me in the notification bar "failed to send some messages" .. Over and over and over everyday it won't stop... How can I get it to stop notifying me failed to send some messages? Besides deleting the app completely from my phone... 
com.fsck.k9#53862:	   Sony tablet S, yea it's old. :) But this app has been very stable. The only issue I have had was due to my ISP playing silly games with the email system. Had to rebuild the account but that was easy. 
com.fsck.k9#53866:	   I've been using this app consistently for some time now, and now that work on supporting PGP/MIME is underway with APG, all that will be left is integration with APG's PGP/MIME support. Truly an awesome app combination. I am leaving the rating at 4 stars because of the PGP/MIME issue. Once it is resolved, I feel it will become a 5-star app. 
com.fsck.k9#53870:	   I wanted an email app that i can receive emails quickly and efficiently organized, aqua mail was ok but k9 mail took it home for me, it was the interface just what i needed, almost removed it after kitkat upgrade but thankfully i waited for the fix an it's now working fine again, thanks guys. 
com.fsck.k9#53871:	   Can't swipe mail to trash or anywhere even with gestures enabled. Also has some sync issues, mail gets stuck at times and good luck if you are trying to refile or archive it. Overall good app tho i have it linked to four email accounts and it hits em all smooth. 
com.fsck.k9#53882:	   Kept on giving IO error. 
com.fsck.k9#53886:	   Can't find an option to set up for POP3. Therefore, can't use. 
com.fsck.k9#53888:	   This app's background sync will burn through your data plan in days if you have many messages on your server. It's such a known issue that a widget has been written to try to stop it. 
com.fsck.k9#53892:	   Have been using K9 for years but I hate the new update. Now it works just like Google mobile Mail which I don't use. Why would I need all these colored boxes with the first initial of the sender? How the heck is that helpful? It's very confusing and unnecessary. Looking for another client asap. 
com.fsck.k9#53893:	   Been using the app for ages on previous android device and it's great. Have just switched to a Note 3 and wish this had the split screen capability of the native app. Not really a bug so haven't submitted it to the tracker, really more of a feature request :) Thanks for the great app guys! 
com.fsck.k9#53899:	   First, let me say that K9 is a good email program. Nice features and works well. However, I started having issues with the notifications. I would send a message with an attachment and it would keep showing "Sending message" icon, even though the message was sent. I submitted a Bug Report and they told me to revert to the previous release, as the one I had was a Beta release (for development). My frustration is, why did it update to a Beta release? I am not a tester, nor did I specifically look for a Beta release. I have it set to update automatically. Shouldn't Beta releases be kept from these auto-updates? 
com.fsck.k9#53913:	   Doesn't work with exchange 
com.fsck.k9#53916:	   Could no find a way to create my own folders 
com.fsck.k9#53917:	   It cuts off the top of my emails. You have to zoom in to be able to see. Has been this way a long time. Too bad because it used to be a good app. Uninstalling now since an update us not yet available to fix this. 
com.fsck.k9#53919:	   Since new update I am no longer having problem sending emails. Thank you very much to the developers. 
com.fsck.k9#53920:	   There can be an option to stop syncing mails when it's running. In poor signal areas when it has trouble syncing, stopping it can actually conserve power. How this can be implemented thanks. 
com.fsck.k9#53922:	   Superb. Server search feature is a bit buggy however. Sometimes, searches will fail without a descriptive error. 
com.fsck.k9#53927:	    This is the only app that I am aware of that is fully compatible with sending/receiving emails that have been secured with a digital certificate. The issue is that it does not sync your calendar or tasks which means you'll have to install a separate program for that. 
com.fsck.k9#53929:	   After about a month of perfect operation k9 started crashing every time it tried to sync with the mail server. It appears to be a known issue but I couldn't see a resolution available. This stops it scoring 5 stars 
com.fsck.k9#53930:	   This crashes every 20 seconds, locking my phone. The polling is haphazard at best and I frequently get mail posting to the wrong folder. Filters seem to be non existent. Other than that it's not too bad 
